CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
15456.0,7,3,434.59000000000003,5,5,3,13,Clients Fidèles
15460.0,78,1,214.26,2,2,2,6,Clients Perdus
15464.0,62,1,1044.65,2,2,5,9,Clients Perdus
15465.0,2,7,2869.16,5,5,5,15,Champions
15482.0,82,2,548.44,2,4,4,10,À Risque
15485.0,60,2,1268.13,2,4,5,11,À Risque
15497.0,43,1,970.6,2,2,5,9,Clients Perdus
15498.0,1,7,4655.56,5,5,5,15,Champions
15502.0,92,3,929.4,1,5,4,10,À Risque
15503.0,86,1,141.04,1,2,1,4,Clients Perdus
15510.0,54,1,250.0,2,2,2,6,Clients Perdus
15512.0,83,1,101.2,1,2,1,4,Clients Perdus
15513.0,40,5,2414.26,3,5,5,13,Clients Fidèles
15514.0,4,5,2116.7400000000002,5,5,5,15,Champions
15518.0,42,3,618.95,3,5,4,12,Clients Fidèles
15525.0,97,1,274.93,1,2,2,5,Clients Perdus
15527.0,39,2,580.3,3,4,4,11,Clients Fidèles
15529.0,47,3,570.89,2,5,4,11,À Risque
15532.0,82,1,353.8,2,2,3,7,Clients Perdus
15535.0,51,2,259.04,2,4,2,8,Clients Ordinaires
15543.0,12,1,127.86,5,2,1,8,Nouveaux Clients
15544.0,11,3,1199.1200000000001,5,5,5,15,Champions
15545.0,95,1,135.32999999999998,1,2,1,4,Clients Perdus
15547.0,9,4,1413.83,5,5,5,15,Champions
15549.0,40,1,930.3000000000001,3,2,4,9,Clients Prometteurs
15550.0,25,1,137.89999999999998,4,2,1,7,Nouveaux Clients
15554.0,1,1,217.2,5,2,2,9,Nouveaux Clients
15555.0,85,3,989.82,1,5,5,11,À Risque
15562.0,75,1,134.55,2,2,1,5,Clients Perdus
15563.0,82,1,270.19,2,2,2,6,Clients Perdus
15569.0,56,1,288.5,2,2,2,6,Clients Perdus
15570.0,8,6,1967.39,5,5,5,15,Champions
15572.0,2,2,445.90999999999997,5,4,3,12,Clients Fidèles
15574.0,82,3,563.54,2,5,4,11,À Risque
15577.0,29,1,29.65,3,2,1,6,Clients Prometteurs
15579.0,37,1,195.35,3,2,2,7,Clients Prometteurs
15581.0,77,4,323.86,2,5,3,10,À Risque
15587.0,75,1,344.88,2,2,3,7,Clients Perdus
15589.0,34,1,184.95,3,2,2,7,Clients Prometteurs
15596.0,5,3,1080.5,5,5,5,15,Champions
15601.0,19,7,3790.2000000000003,4,5,5,14,Champions
15602.0,36,4,404.75,3,5,3,11,Clients Fidèles
15605.0,13,2,377.6,4,4,3,11,Clients Fidèles
15606.0,2,4,1194.67,5,5,5,15,Champions
15607.0,60,1,104.76,2,2,1,5,Clients Perdus
15611.0,4,2,204.0,5,4,2,11,Clients Prometteurs
15615.0,22,5,2435.1,4,5,5,14,Champions
15620.0,82,1,424.49,2,2,3,7,Clients Perdus
15622.0,6,1,576.0,5,2,4,11,Nouveaux Clients
15626.0,53,1,281.88,2,2,2,6,Clients Perdus
15628.0,90,1,319.18,1,2,3,6,Clients Perdus
15636.0,6,1,306.7,5,2,2,9,Nouveaux Clients
15640.0,23,5,4278.38,4,5,5,14,Champions
15641.0,6,2,762.16,5,4,4,13,Champions
15643.0,6,1,337.1,5,2,3,10,Nouveaux Clients
15646.0,96,1,189.8,1,2,2,5,Clients Perdus
15649.0,60,2,816.0,2,4,4,10,À Risque
15656.0,8,1,242.95,5,2,2,9,Nouveaux Clients
15658.0,33,2,576.4000000000001,3,4,4,11,Clients Fidèles
15660.0,7,2,364.3,5,4,3,12,Clients Fidèles
15661.0,41,2,309.8,3,4,2,9,Clients Prometteurs
15670.0,20,1,173.05,4,2,1,7,Nouveaux Clients
15673.0,51,1,880.26,2,2,4,8,Clients Perdus
15675.0,4,1,45.0,5,2,1,8,Nouveaux Clients
15676.0,7,1,897.8,5,2,4,11,Nouveaux Clients
15680.0,90,1,478.89,1,2,3,6,Clients Perdus
15681.0,4,1,345.68,5,2,3,10,Nouveaux Clients
15687.0,13,3,1032.55,4,5,5,14,Champions
15689.0,85,1,103.5,1,2,1,4,Clients Perdus
15694.0,54,4,1245.12,2,5,5,12,À Risque
15696.0,2,4,999.5600000000001,5,5,5,15,Champions
15708.0,9,4,1513.3600000000001,5,5,5,15,Champions
15709.0,7,1,133.25,5,2,1,8,Nouveaux Clients
15712.0,11,1,299.8,5,2,2,9,Nouveaux Clients
15713.0,90,1,171.15,1,2,1,4,Clients Perdus
15716.0,93,1,529.4,1,2,4,7,Clients Perdus
15719.0,5,3,1042.7,5,5,5,15,Champions
15722.0,14,1,324.05,4,2,3,9,Nouveaux Clients
15723.0,88,1,190.7,1,2,2,5,Clients Perdus
15724.0,8,1,103.65,5,2,1,8,Nouveaux Clients
15727.0,55,2,2071.7,2,4,5,11,À Risque
15732.0,96,1,138.1,1,2,1,4,Clients Perdus
15733.0,6,1,162.3,5,2,1,8,Nouveaux Clients
15738.0,9,4,1285.14,5,5,5,15,Champions
15749.0,56,2,22998.4,2,4,5,11,À Risque
15750.0,7,3,610.92,5,5,4,14,Champions
15752.0,1,2,638.9,5,4,4,13,Champions
15753.0,28,1,79.2,3,2,1,6,Clients Prometteurs
15755.0,18,1,314.68,4,2,3,9,Nouveaux Clients
15759.0,20,2,185.04,4,4,2,10,Clients Prometteurs
15769.0,1,6,12786.48,5,5,5,15,Champions
15777.0,41,3,753.15,3,5,4,12,Clients Fidèles
15780.0,81,1,177.15,2,2,1,5,Clients Perdus
15781.0,29,1,83.35,3,2,1,6,Clients Prometteurs
15785.0,19,1,928.58,4,2,4,10,Nouveaux Clients
15789.0,82,1,351.3,2,2,3,7,Clients Perdus
15796.0,26,1,343.92,4,2,3,9,Nouveaux Clients
15797.0,28,2,1510.2,3,4,5,12,Clients Fidèles
15799.0,58,1,320.21999999999997,2,2,3,7,Clients Perdus
15805.0,12,2,924.5600000000001,5,4,4,13,Champions
15808.0,30,4,3651.27,3,5,5,13,Clients Fidèles
15809.0,26,1,198.8,4,2,2,8,Nouveaux Clients
15810.0,20,1,377.32,4,2,3,9,Nouveaux Clients
15811.0,21,3,897.33,4,5,4,13,Champions
15812.0,41,1,244.8,3,2,2,7,Clients Prometteurs
15820.0,43,1,206.98,2,2,2,6,Clients Perdus
15822.0,83,1,440.2,1,2,3,6,Clients Perdus
15823.0,96,1,15.0,1,2,1,4,Clients Perdus
15827.0,4,7,734.28,5,5,4,14,Champions
15831.0,48,1,309.94,2,2,2,6,Clients Perdus
15834.0,1,1,113.9,5,2,1,8,Nouveaux Clients
15835.0,54,1,301.11,2,2,2,6,Clients Perdus
15838.0,34,2,1235.0,3,4,5,12,Clients Fidèles
15841.0,62,1,331.6,2,2,3,7,Clients Perdus
15843.0,27,1,118.95000000000002,3,2,1,6,Clients Prometteurs
15845.0,11,2,1232.58,5,4,5,14,Champions
15847.0,12,1,180.68,5,2,2,9,Nouveaux Clients
15854.0,35,3,747.3000000000001,3,5,4,12,Clients Fidèles
15856.0,25,4,4360.21,4,5,5,14,Champions
15858.0,13,2,816.22,4,4,4,12,Champions
15860.0,92,1,102.66,1,2,1,4,Clients Perdus
15862.0,97,1,354.23,1,2,3,6,Clients Perdus
15864.0,40,1,242.42000000000002,3,2,2,7,Clients Prometteurs
15867.0,20,6,1068.8700000000001,4,5,5,14,Champions
15869.0,1,2,149.64,5,4,1,10,Clients Prometteurs
15874.0,8,1,584.35,5,2,4,11,Nouveaux Clients
15880.0,93,1,329.03000000000003,1,2,3,6,Clients Perdus
15881.0,36,5,501.39000000000004,3,5,3,11,Clients Fidèles
15882.0,92,2,371.32000000000005,1,4,3,8,À Risque
15885.0,33,1,15.0,3,2,1,6,Clients Prometteurs
15889.0,93,1,272.07,1,2,2,5,Clients Perdus
15894.0,93,1,151.44,1,2,1,4,Clients Perdus
15898.0,91,2,516.64,1,4,3,8,À Risque
15899.0,92,1,56.25,1,2,1,4,Clients Perdus
15903.0,19,1,161.28,4,2,1,7,Nouveaux Clients
15910.0,12,2,310.9,5,4,2,11,Clients Prometteurs
15916.0,54,3,575.0600000000001,2,5,4,11,À Risque
15919.0,92,1,214.07999999999998,1,2,2,5,Clients Perdus
15922.0,97,1,369.5,1,2,3,6,Clients Perdus
15923.0,96,1,127.08,1,2,1,4,Clients Perdus
15932.0,13,1,317.73,4,2,3,9,Nouveaux Clients
15938.0,47,1,74.9,2,2,1,5,Clients Perdus
15939.0,11,4,1364.1000000000001,5,5,5,15,Champions
15940.0,35,1,35.8,3,2,1,6,Clients Prometteurs
15945.0,89,1,181.0,1,2,2,5,Clients Perdus
15950.0,83,1,428.82000000000005,1,2,3,6,Clients Perdus
15951.0,9,1,375.16999999999996,5,2,3,10,Nouveaux Clients
15953.0,7,3,652.12,5,5,4,14,Champions
15955.0,96,1,572.38,1,2,4,7,Clients Perdus
15965.0,91,1,156.19,1,2,1,4,Clients Perdus
15967.0,42,1,161.9,3,2,1,6,Clients Prometteurs
15970.0,27,1,314.1,3,2,3,8,Clients Prometteurs
15971.0,7,2,879.0,5,4,4,13,Champions
15973.0,90,1,307.82000000000005,1,2,2,5,Clients Perdus
15974.0,1,2,917.19,5,4,4,13,Champions
15981.0,35,1,270.0,3,2,2,7,Clients Prometteurs
15983.0,84,3,1138.37,1,5,5,11,À Risque
15984.0,7,4,563.14,5,5,4,14,Champions
15987.0,92,1,113.48,1,2,1,4,Clients Perdus
15990.0,11,1,401.37,5,2,3,10,Nouveaux Clients
15996.0,9,2,473.34,5,4,3,12,Clients Fidèles
15998.0,86,1,863.39,1,2,4,7,Clients Perdus
16003.0,83,1,1181.0,1,2,5,8,Clients Perdus
16010.0,86,1,110.1,1,2,1,4,Clients Perdus
16011.0,14,4,745.69,4,5,4,13,Champions
16013.0,1,13,7846.4,5,5,5,15,Champions
16014.0,15,1,253.63,4,2,2,8,Nouveaux Clients
16016.0,90,1,363.02,1,2,3,6,Clients Perdus
16019.0,20,4,1953.5,4,5,5,14,Champions
16027.0,8,2,399.72,5,4,3,12,Clients Fidèles
16029.0,15,15,19452.27,4,5,5,14,Champions
16030.0,33,1,331.24,3,2,3,8,Clients Prometteurs
16033.0,2,6,1890.82,5,5,5,15,Champions
16034.0,56,1,153.6,2,2,1,5,Clients Perdus
16037.0,28,2,603.46,3,4,4,11,Clients Fidèles
16042.0,56,1,24.95,2,2,1,5,Clients Perdus
16043.0,41,1,307.85,3,2,2,7,Clients Prometteurs
16045.0,14,1,664.45,4,2,4,10,Nouveaux Clients
16048.0,97,2,256.44,1,4,2,7,Clients Ordinaires
16057.0,8,1,683.98,5,2,4,11,Nouveaux Clients
16059.0,51,2,259.5,2,4,2,8,Clients Ordinaires
16062.0,88,1,247.56,1,2,2,5,Clients Perdus
16065.0,89,1,367.14,1,2,3,6,Clients Perdus
16072.0,12,1,584.3199999999999,5,2,4,11,Nouveaux Clients
16073.0,21,1,122.39999999999999,4,2,1,7,Nouveaux Clients
16078.0,7,1,79.2,5,2,1,8,Nouveaux Clients
16081.0,90,1,157.6,1,2,1,4,Clients Perdus
16083.0,84,1,337.98,1,2,3,6,Clients Perdus
16084.0,23,1,436.18,4,2,3,9,Nouveaux Clients
16085.0,44,1,181.35,2,2,2,6,Clients Perdus
16086.0,12,2,278.45,5,4,2,11,Clients Prometteurs
16098.0,22,2,852.4,4,4,4,12,Champions
16109.0,32,1,314.99999999999994,3,2,3,8,Clients Prometteurs
16110.0,35,1,404.0,3,2,3,8,Clients Prometteurs
16112.0,57,2,136.14,2,4,1,7,Clients Ordinaires
16115.0,16,1,138.83,4,2,1,7,Nouveaux Clients
16122.0,56,2,249.84,2,4,2,8,Clients Ordinaires
16124.0,41,1,249.0,3,2,2,7,Clients Prometteurs
16125.0,91,1,289.35,1,2,2,5,Clients Perdus
16126.0,20,1,891.35,4,2,4,10,Nouveaux Clients
16128.0,6,1,388.3,5,2,3,10,Nouveaux Clients
16133.0,11,2,630.91,5,4,4,13,Champions
16134.0,83,1,283.53000000000003,1,2,2,5,Clients Perdus
16136.0,1,1,159.3,5,2,1,8,Nouveaux Clients
16140.0,95,1,124.14,1,2,1,4,Clients Perdus
16143.0,27,3,1212.8500000000001,3,5,5,13,Clients Fidèles
16145.0,13,3,978.92,4,5,5,14,Champions
16148.0,20,1,76.32000000000001,4,2,1,7,Nouveaux Clients
16150.0,95,1,393.42,1,3,3,7,À Risque
16153.0,78,1,215.01,2,3,2,7,Clients Ordinaires
16156.0,34,1,303.84000000000003,3,3,2,8,Clients Prometteurs
16159.0,5,1,348.2,5,3,3,11,Clients Fidèles
16161.0,14,7,1315.94,4,5,5,14,Champions
16163.0,89,1,441.6,1,3,3,7,À Risque
16168.0,43,2,403.5,2,4,3,9,À Risque
16182.0,18,1,825.0,4,3,4,11,Clients Fidèles
16186.0,96,1,307.68,1,3,2,6,Clients Ordinaires
16187.0,8,2,675.9000000000001,5,4,4,13,Champions
16191.0,25,7,2019.28,4,5,5,14,Champions
16202.0,84,1,365.27,1,3,3,7,À Risque
16203.0,96,1,170.7,1,3,1,5,Clients Ordinaires
16206.0,51,1,161.3,2,3,1,6,Clients Ordinaires
16208.0,13,1,497.59,4,3,3,10,Clients Fidèles
16210.0,33,6,8876.94,3,5,5,13,Clients Fidèles
16212.0,7,1,498.15000000000003,5,3,3,11,Clients Fidèles
16217.0,6,1,183.0,5,3,2,10,Clients Prometteurs
16218.0,97,1,471.3,1,3,3,7,À Risque
16221.0,91,1,166.74,1,3,1,5,Clients Ordinaires
16222.0,42,1,773.5500000000001,3,3,4,10,Clients Fidèles
16225.0,1,2,416.61,5,4,3,12,Clients Fidèles
16233.0,53,2,326.5,2,4,3,9,À Risque
16235.0,19,2,344.46,4,4,3,11,Clients Fidèles
16241.0,63,2,436.38,2,4,3,9,À Risque
16242.0,1,1,211.36,5,3,2,10,Clients Prometteurs
16244.0,96,1,1056.63,1,3,5,9,À Risque
16250.0,97,1,226.14,1,3,2,6,Clients Ordinaires
16255.0,29,3,893.21,3,5,4,12,Clients Fidèles
16265.0,18,4,2442.84,4,5,5,14,Champions
16270.0,77,1,1141.24,2,3,5,10,À Risque
16271.0,82,1,133.22,2,3,1,6,Clients Ordinaires
16274.0,97,1,351.75,1,3,3,7,À Risque
16282.0,63,1,168.3,2,3,1,6,Clients Ordinaires
16293.0,91,1,378.75,1,3,3,7,À Risque
16303.0,57,1,827.1800000000001,2,3,4,9,À Risque
16306.0,18,5,594.47,4,5,4,13,Champions
16315.0,54,1,226.37,2,3,2,7,Clients Ordinaires
16316.0,1,3,1131.27,5,5,5,15,Champions
16317.0,21,1,570.76,4,3,4,11,Clients Fidèles
16321.0,29,3,223.65,3,5,2,10,Clients Prometteurs
16326.0,37,2,425.18,3,4,3,10,Clients Fidèles
16327.0,39,2,1158.22,3,4,5,12,Clients Fidèles
16332.0,29,1,122.3,3,3,1,7,Clients Prometteurs
16333.0,4,4,4428.96,5,5,5,15,Champions
16339.0,8,1,94.05,5,3,1,9,Clients Prometteurs
16349.0,14,1,53.5,4,3,1,8,Clients Prometteurs
16350.0,57,1,376.7,2,3,3,8,À Risque
16351.0,56,1,153.9,2,3,1,6,Clients Ordinaires
16353.0,18,8,1295.2,4,5,5,14,Champions
16356.0,1,1,102.0,5,3,1,9,Clients Prometteurs
16359.0,26,2,301.65,4,4,2,10,Clients Prometteurs
16365.0,83,2,368.46,1,4,3,8,À Risque
16367.0,86,1,167.09,1,3,1,5,Clients Ordinaires
16378.0,20,2,287.05,4,4,2,10,Clients Prometteurs
16385.0,90,1,147.20000000000002,1,3,1,5,Clients Ordinaires
16387.0,46,1,94.36,2,3,1,6,Clients Ordinaires
16389.0,7,1,119.65,5,3,1,9,Clients Prometteurs
16393.0,18,3,505.6,4,5,3,12,Clients Fidèles
16394.0,13,1,312.40999999999997,4,3,2,9,Clients Prometteurs
16395.0,47,2,450.56,2,4,3,9,À Risque
16401.0,18,2,665.8,4,4,4,12,Champions
16402.0,93,1,205.65,1,3,2,6,Clients Ordinaires
16403.0,36,1,177.5,3,3,1,7,Clients Prometteurs
16405.0,26,2,167.25,4,4,1,9,Clients Prometteurs
16407.0,9,3,535.39,5,5,4,14,Champions
16409.0,41,1,271.56,3,3,2,8,Clients Prometteurs
16411.0,93,1,128.55,1,3,1,5,Clients Ordinaires
16414.0,4,1,50.8,5,3,1,9,Clients Prometteurs
16419.0,35,1,252.66,3,3,2,8,Clients Prometteurs
16422.0,2,15,7698.17,5,5,5,15,Champions
16425.0,26,1,302.7,4,3,2,9,Clients Prometteurs
16427.0,8,1,109.8,5,3,1,9,Clients Prometteurs
16431.0,21,2,334.6,4,4,3,11,Clients Fidèles
16434.0,23,1,393.5,4,3,3,10,Clients Fidèles
16441.0,15,1,211.0,4,3,2,9,Clients Prometteurs
16442.0,84,1,147.06,1,3,1,5,Clients Ordinaires
16449.0,4,1,416.69,5,3,3,11,Clients Fidèles
16455.0,85,3,531.98,1,5,4,10,À Risque
16456.0,30,2,1236.49,3,4,5,12,Clients Fidèles
16458.0,8,3,567.4,5,5,4,14,Champions
16462.0,7,1,34.0,5,3,1,9,Clients Prometteurs
16466.0,16,1,109.12,4,3,1,8,Clients Prometteurs
16470.0,82,1,216.34,2,3,2,7,Clients Ordinaires
16473.0,11,2,217.81,5,4,2,11,Clients Prometteurs
16477.0,43,3,961.71,2,5,4,11,À Risque
16493.0,9,2,367.8,5,4,3,12,Clients Fidèles
16494.0,20,1,826.53,4,3,4,11,Clients Fidèles
16496.0,40,1,736.7,3,3,4,10,Clients Fidèles
16497.0,42,2,512.38,3,4,3,10,Clients Fidèles
16499.0,84,2,365.45,1,4,3,8,À Risque
16500.0,54,1,165.0,2,3,1,6,Clients Ordinaires
16503.0,54,2,841.79,2,4,4,10,À Risque
16509.0,20,1,363.7,4,3,3,10,Clients Fidèles
16510.0,96,1,248.1,1,3,2,6,Clients Ordinaires
16515.0,35,1,319.86,3,3,3,9,Clients Fidèles
16517.0,1,1,162.7,5,3,1,9,Clients Prometteurs
16518.0,8,1,190.7,5,3,2,10,Clients Prometteurs
16519.0,89,1,103.7,1,3,1,5,Clients Ordinaires
16520.0,89,1,325.76,1,3,3,7,À Risque
16523.0,39,1,743.9,3,3,4,10,Clients Fidèles
16525.0,7,7,3064.13,5,5,5,15,Champions
16531.0,18,3,484.83,4,5,3,12,Clients Fidèles
16532.0,62,1,1910.4,2,3,5,10,À Risque
16539.0,82,2,747.25,2,4,4,10,À Risque
16546.0,14,2,787.15,4,4,4,12,Champions
16549.0,58,1,119.49000000000001,2,3,1,6,Clients Ordinaires
16550.0,92,1,554.66,1,3,4,8,À Risque
16551.0,60,1,311.07,2,3,2,7,Clients Ordinaires
16552.0,97,1,95.29,1,3,1,5,Clients Ordinaires
16553.0,28,3,1945.44,3,5,5,13,Clients Fidèles
16554.0,55,1,0.85,2,3,1,6,Clients Ordinaires
16556.0,19,2,950.99,4,4,4,12,Champions
16558.0,26,4,1445.8600000000001,4,5,5,14,Champions
16560.0,82,1,332.18,2,3,3,8,À Risque
16565.0,88,1,173.7,1,3,1,5,Clients Ordinaires
16566.0,16,1,94.89999999999999,4,3,1,8,Clients Prometteurs
16567.0,60,1,557.5600000000001,2,3,4,9,À Risque
16570.0,35,1,450.06,3,3,3,9,Clients Fidèles
16571.0,5,1,436.68,5,3,3,11,Clients Fidèles
16573.0,14,1,292.63,4,3,2,9,Clients Prometteurs
16583.0,97,1,233.45,1,3,2,6,Clients Ordinaires
16592.0,11,1,455.28000000000003,5,3,3,11,Clients Fidèles
16593.0,51,1,69.6,2,3,1,6,Clients Ordinaires
16596.0,90,1,120.65,1,3,1,5,Clients Ordinaires
16598.0,9,1,145.04999999999998,5,3,1,9,Clients Prometteurs
16600.0,62,1,125.86,2,3,1,6,Clients Ordinaires
16607.0,8,4,1102.78,5,5,5,15,Champions
16612.0,35,1,280.05,3,3,2,8,Clients Prometteurs
16618.0,46,1,728.16,2,3,4,9,À Risque
16621.0,1,1,162.85,5,3,1,9,Clients Prometteurs
16634.0,96,1,164.8,1,3,1,5,Clients Ordinaires
16638.0,1,5,957.44,5,5,4,14,Champions
16654.0,92,1,227.4,1,3,2,6,Clients Ordinaires
16655.0,55,1,812.25,2,3,4,9,À Risque
16656.0,15,3,1398.3200000000002,4,5,5,14,Champions
16658.0,92,1,123.24,1,3,1,5,Clients Ordinaires
16660.0,43,1,282.59999999999997,2,3,2,7,Clients Ordinaires
16665.0,86,1,135.39999999999998,1,3,1,5,Clients Ordinaires
16667.0,8,1,200.4,5,3,2,10,Clients Prometteurs
16668.0,8,1,50.76,5,3,1,9,Clients Prometteurs
16670.0,6,4,1393.8400000000001,5,5,5,15,Champions
16676.0,61,1,464.82,2,3,3,8,À Risque
16678.0,6,1,312.18,5,3,2,10,Clients Prometteurs
16679.0,90,1,129.75,1,3,1,5,Clients Ordinaires
16684.0,20,6,9811.98,4,5,5,14,Champions
16686.0,29,2,687.91,3,4,4,11,Clients Fidèles
16692.0,13,1,8.5,4,3,1,8,Clients Prometteurs
16700.0,21,3,1278.3,4,5,5,14,Champions
16701.0,22,3,1222.62,4,5,5,14,Champions
16705.0,35,3,3620.83,3,5,5,13,Clients Fidèles
16709.0,5,1,1120.53,5,3,5,13,Clients Fidèles
16710.0,84,2,519.9200000000001,1,4,3,8,À Risque
16711.0,26,2,598.8000000000001,4,4,4,12,Champions
16713.0,18,4,1616.1200000000001,4,5,5,14,Champions
16714.0,41,2,1114.06,3,4,5,12,Clients Fidèles
16716.0,35,1,734.4000000000001,3,3,4,10,Clients Fidèles
16717.0,90,1,307.25,1,3,2,6,Clients Ordinaires
16718.0,93,1,606.0500000000001,1,3,4,8,À Risque
16719.0,12,3,752.51,5,5,4,14,Champions
16722.0,12,3,1113.88,5,5,5,15,Champions
16725.0,26,7,758.27,4,5,4,13,Champions
16726.0,18,3,585.76,4,5,4,13,Champions
16727.0,88,1,256.32,1,3,2,6,Clients Ordinaires
16730.0,43,1,187.01999999999998,2,3,2,7,Clients Ordinaires
16735.0,58,1,607.21,2,3,4,9,À Risque
16738.0,21,1,3.75,4,3,1,8,Clients Prometteurs
16743.0,82,1,430.28000000000003,2,3,3,8,À Risque
16745.0,9,4,1225.92,5,5,5,15,Champions
16746.0,16,3,1245.34,4,5,5,14,Champions
16748.0,33,2,609.8,3,4,4,11,Clients Fidèles
16752.0,96,1,207.5,1,3,2,6,Clients Ordinaires
16754.0,96,1,2002.4,1,3,5,9,À Risque
16755.0,39,1,316.06,3,3,3,9,Clients Fidèles
16757.0,42,1,106.83000000000001,3,3,1,7,Clients Prometteurs
16765.0,18,1,34.0,4,3,1,8,Clients Prometteurs
16767.0,40,1,1866.02,3,3,5,11,Clients Fidèles
16770.0,37,3,527.75,3,5,4,12,Clients Fidèles
16771.0,34,2,947.42,3,4,4,11,Clients Fidèles
16775.0,15,3,577.1,4,5,4,13,Champions
16779.0,28,6,2066.15,3,5,5,13,Clients Fidèles
16781.0,96,1,311.25,1,3,2,6,Clients Ordinaires
16782.0,1,4,998.44,5,5,5,15,Champions
16791.0,56,1,246.98,2,3,2,7,Clients Ordinaires
16792.0,6,2,110.38000000000001,5,4,1,10,Clients Prometteurs
16795.0,89,1,414.88,1,3,3,7,À Risque
16805.0,84,1,214.77,1,3,2,6,Clients Ordinaires
16812.0,84,1,479.35,1,3,3,7,À Risque
16814.0,18,7,2120.11,4,5,5,14,Champions
16816.0,37,2,325.45,3,4,3,10,Clients Fidèles
16817.0,83,2,367.3,1,4,3,8,À Risque
16833.0,58,1,309.48,2,3,2,7,Clients Ordinaires
16835.0,97,1,81.75,1,3,1,5,Clients Ordinaires
16838.0,12,1,392.12,5,3,3,11,Clients Fidèles
16839.0,7,7,3298.65,5,5,5,15,Champions
16841.0,11,1,317.38,5,3,3,11,Clients Fidèles
16842.0,26,1,520.5699999999999,4,3,3,10,Clients Fidèles
16843.0,14,2,1999.46,4,4,5,13,Champions
16850.0,57,1,332.41,2,3,3,8,À Risque
16858.0,92,1,375.69000000000005,1,3,3,7,À Risque
16863.0,90,1,164.25,1,3,1,5,Clients Ordinaires
16873.0,88,1,2157.64,1,3,5,9,À Risque
16875.0,20,3,805.09,4,5,4,13,Champions
16882.0,41,1,9.9,3,3,1,7,Clients Prometteurs
16883.0,95,1,128.03,1,3,1,5,Clients Ordinaires
16885.0,81,1,177.95,2,3,1,6,Clients Ordinaires
16889.0,60,1,523.05,2,3,3,8,À Risque
16891.0,95,1,217.26,1,3,2,6,Clients Ordinaires
16893.0,90,1,145.93,1,3,1,5,Clients Ordinaires
16897.0,23,2,289.78,4,4,2,10,Clients Prometteurs
16898.0,92,1,112.08,1,3,1,5,Clients Ordinaires
16899.0,84,1,170.55,1,3,1,5,Clients Ordinaires
16904.0,22,4,632.4100000000001,4,5,4,13,Champions
16905.0,95,1,254.39999999999998,1,3,2,6,Clients Ordinaires
16907.0,14,2,409.75,4,4,3,11,Clients Fidèles
16912.0,14,3,737.84,4,5,4,13,Champions
16913.0,14,1,113.44,4,3,1,8,Clients Prometteurs
16915.0,7,1,54.300000000000004,5,3,1,9,Clients Prometteurs
16916.0,96,1,196.43,1,3,2,6,Clients Ordinaires
16918.0,41,1,275.78,3,3,2,8,Clients Prometteurs
16919.0,84,2,540.01,1,4,4,9,À Risque
16923.0,2,4,1864.34,5,5,5,15,Champions
16926.0,95,1,230.25,1,3,2,6,Clients Ordinaires
16927.0,85,1,218.1,1,3,2,6,Clients Ordinaires
16928.0,25,3,330.0,4,5,3,12,Clients Fidèles
16931.0,16,4,882.19,4,5,4,13,Champions
16938.0,32,1,267.6,3,3,2,8,Clients Prometteurs
16940.0,13,1,757.68,4,3,4,11,Clients Fidèles
16943.0,42,1,451.03,3,3,3,9,Clients Fidèles
16945.0,29,3,780.64,3,5,4,12,Clients Fidèles
16948.0,49,1,69.6,2,3,1,6,Clients Ordinaires
16949.0,40,1,74.42,3,3,1,7,Clients Prometteurs
16950.0,91,1,172.0,1,3,1,5,Clients Ordinaires
16951.0,28,1,1053.79,3,3,5,11,Clients Fidèles
16954.0,83,1,346.79999999999995,1,3,3,7,À Risque
16955.0,60,3,354.98,2,5,3,10,À Risque
16957.0,5,1,114.84,5,3,1,9,Clients Prometteurs
16979.0,21,1,347.15,4,3,3,10,Clients Fidèles
16980.0,15,1,681.86,4,3,4,11,Clients Fidèles
16983.0,44,2,358.75,2,4,3,9,À Risque
16985.0,37,2,1273.56,3,4,5,12,Clients Fidèles
16992.0,8,1,421.6,5,3,3,11,Clients Fidèles
16996.0,77,2,127.54000000000002,2,4,1,7,Clients Ordinaires
16997.0,12,3,702.0,5,5,4,14,Champions
16998.0,28,1,90.0,3,3,1,7,Clients Prometteurs
17001.0,4,3,1106.09,5,5,5,15,Champions
17002.0,14,1,513.06,4,3,3,10,Clients Fidèles
17007.0,81,2,207.12,2,4,2,8,Clients Ordinaires
17017.0,12,6,2885.96,5,5,5,15,Champions
17018.0,49,1,405.0,2,3,3,8,À Risque
17019.0,54,2,629.91,2,4,4,10,À Risque
17025.0,97,2,160.97,1,4,1,6,Clients Ordinaires
17026.0,93,1,33.15,1,3,1,5,Clients Ordinaires
17027.0,7,3,433.23,5,5,3,13,Clients Fidèles
17033.0,83,1,307.8,1,3,2,6,Clients Ordinaires
17034.0,11,1,141.79999999999998,5,3,1,9,Clients Prometteurs
17035.0,35,1,259.51,3,3,2,8,Clients Prometteurs
17041.0,84,1,304.5,1,3,2,6,Clients Ordinaires
17048.0,6,2,760.4,5,4,4,13,Champions
17050.0,2,3,1487.31,5,5,5,15,Champions
17059.0,93,1,722.36,1,3,4,8,À Risque
17062.0,37,4,533.33,3,5,4,12,Clients Fidèles
17063.0,13,2,319.37,4,4,3,11,Clients Fidèles
17064.0,51,1,143.95,2,3,1,6,Clients Ordinaires
